,,CRESTAR,130,5,0,0,0,0
FANCO UFO/54 WH,FANCO UFO 54'' WHITE C/W REMOTE CONTROL & 3 COL,FANCO,0,0,0,0,640,0
FANCO UFO/54 YW,FANCO UFO 54'' YELLOW C/W REMOTE CONTROL & 3 COL,FANCO,0,0,0,0,640,0
FD 1067,FD 1067,,0,0,0,48,126,63
FD 16,FD 16 WH,,0,0,0,5,20,6
FD 1607,FD 1607,,0,0,0,48,126,63
FD 1704,FD 1704,,0,0,0,75,195,97
FD 18,FD 18 WHITE,,0,0,0,5,20,6
FD 1912,FD 1912,,0,0,0,50,132,66
FD 2102A/5+1,FD 2102A/5+1,,0,0,0,42,111,52
FD 2112,FD 2112,,0,0,0,53,138,69
FD 2401,FD 2401,,0,0,0,123,320,160
FD 2601,FD 2601,,0,0,0,73,192,96
FD 3001,FD 3001,,0,0,0,82,214,107
FD 3301,FD 3301,,0,0,0,75,214,107
FD 3302,FD 3302,,0,0,0,75,196,98
FD 3304,FD 3304,,0,0,0,75,196,98
FD 5001,FD 5001,,0,0,0,146,380,190
FD 5020/12+9+6,FD 5020/12+9+6 HANGING LIGHT,,0,0,0,518,0,0
FD 50230,FD 50230,,0,0,0,115,250,0
FD 506/BK,FD 506/BLACK DOWNLIGHT,,538,8,0,2.9,26,3.2
FD 5108A/5 BC,FD 5108 A/5 BC (BLACK/CHROME),,0,0,0,113,270,135
FD 5108A/5 BC/P,FD 5108A/5 BC/PB(BLACK/GOLD),,0,0,0,113,300,150
FD 5108A/5 P/BG,FD 5108 A/5 PB/BG (GOLD/GREEN),,0,0,0,113,300,150
FD 5108A/5 PB,FD 5108 A/5 PB (GOLD),,0,0,0,113,270,135
FD 5108C/1 BC,FD 5108C/1 BC(BLACK),,0,0,0,14.4,35,17
FD 5116/C5 BC,FD 5116/C5 BC (BLACK),,0,0,0,116,278,139
FD 5116/C5 BG,FD 5116/C5 BG (GREEN),,0,0,0,116,278,139
FD 5116/C5 PB,FD 5116/C5 PB(GOLD),,0,0,0,124,330,165
FD 5116/C6 BG,FD 5116/C6 BG (GREEN),,0,0,0,97,232,116
FD 5116/C6+3 BC,FD 5116/C 6+3 BC (BLACK),,0,0,0,126,295,147
FD 5116/C6+3 BG,FD 5116/C 6+3 BG (GREEN),,0,0,0,126,295,147
FD 5116/C6+3 PB,FD 5116/C 6+3 PB (GOLD),,0,0,0,142,340,170
FD 5308 B5,FD 5308 B5,,0,0,0,72,189,94.5
FD 612 GD,FD 612 GOLD,,0,0,0,72,185,92
FDC 4049,FDC 4049,,0,0,0,47,125,62
FI ACC86.D065.0003. 01,LAVOV 86.D065.0003.01 Accessory White trim for,,-1,1,0,0,0,0
FI BL2003B BK,FI BL2003B BLACK (E27),,26,0,0,96,238,0
FI BL5723-750 GRA WW,FIAM BL 5723-LED-750 GRAPHITE C/W 6X1W WW,,0,0,0,60.99,215,0
FI BL5733-220 GRA WW,FIAM BL 5733-LED-220 GRAPHITE C/W 10x1W WW,,0,0,0,80.25,280,0
FI BL5733-750 GRA WW,FIAM BL 5733-LED-750 GRAPHITE C/W 10x1W WW,,0,0,0,96.3,338,0
FI CL0010 WH WW,FIAM CL LYE-0010 WHITE C/W 3.3W WW SAMSUNG LED 130°,,4,1,0,20.7,65,0
FI CL001001,FIAM CLC001001 600X600MM LED GRID LIGHTING 3X80LEDS,,2,0,0,0,280,0
FI CL001002,FIAM CLC001002 600X600MM LED GRID LIGHTING 4X80LEDS,,2,0,0,0,360,0
FI CL0011 WH WW,FIAM CL LYE-0011 WHITE C/W 3.3W WW SAMSUNG LED 130°,,81,1,0,23.1,70,0
FI CL0020 WH WW,FIAM CL LYE-0020 WHITE C/W 5W WW SAMSUNG LED 40°,,0,0,0,26.4,80,0
FI CL0021 WH WW,FIAM CL LYE-0021 WHITE WW C/W 5W WW SAMSUNG LED,,0,1,0,30.9,90,0
FI CL045 CW WH,FIAM CLF045 WHITE C/W 5X1W CW LED (RD),,31,0,0,12.9,25,0
FI CL045 WW WH,FIAM CLF045 WHITE C/W 5X1W WW LED (RD),,-1,1,0,0,25,0
FI CL046 CW BK,FIAM CLF046 BLACK C/W 5X1W CW LED (RD),,51,0,0,0,25,0
FI CL046 WW BK,FIAM CLF046 BLACK C/W 5X1W WW LED (RD),,0,1,0,0,25,0
FI CL047 CW WH,FIAM CLF047 WHITE C/W 9X1W CW LED (RD),,9,0,0,20.4,35,0
FI CL047 WW WH,FIAM CLF047 WHITE C/W 9X1W WW LED (RD),,0,0,0,0,85,0
FI CL048 CW BK,FIAM CLF048 BLACK C/W 9X1W CW LED (RD),,1,0,0,0,35,0
FI CL048 WW BK,FIAM CLF048 BLACK C/W 9X1W WW LED (RD),,0,0,0,0,85,0
FI CL049 CW BK,FIAM CLF049 BLACK C/W 5X1W CW LED (SQ),,0,0,0,15,60,0
FI CL049 CW WH,FIAM CLF049 WHITE C/W 5X1W CW LED (SQ),,1,0,0,0,30,0
FI CL049 WW BK,FIAM CLF049 BLACK C/W 5X1W WW LED (SQ),,1,0,0,0,30,0
FI CL049 WW WH,FIAM CLF049 WHITE C/W 5X1W WW LED (SQ),,1,0,0,0,30,0
FI CL050 CW BK,FIAM CLF050 BLACK C/W 9X1W CW LED (SQ),,1,0,0,21,40,0
FI CL050 CW WH,FIAM CLF050 WHITE C/W 9X1W CW LED (SQ),,13,0,0,0,40,0
FI CL050 WW BK,FIAM CLF050 BLACK C/W 9X1W WW LED (SQ),,0,0,0,0,90,0
FI CL050 WW WH,FIAM CLF050 WHITE C/W 9X1W WW LED (SQ),,0,0,0,0,90,0
FI CL07-RD CW WH,FIAM CL FSD-07-RD WHITE 12W C/W 4000K LAMP & GEAR,,0,0,0,0,100,0
FI CL07-RD DL WH,FIAM CL FSD-07-RD WHITE 12W C/W 6000K LAMP & GEAR,,0,0,0,21,100,0
FI CL07-RD WW WH,FIAM CL FSD-07-RD WHITE 12W C/W 3000K LAMP & GEAR,,0,0,0,0,100,0
FI CL07-SQ CW WH,FIAM CL FSD-07-SQ WHITE 12W C/W 4000K LAMP & GEAR,,1,-1,0,0,110,0
FI CL07-SQ DL WH,FIAM CL FSD-07-SQ WHITE 12W C/W 6000K LAMP & GEAR,,53,2,0,0,110,0
FI CL07-SQ WW WH,FIAM CL FSD-07-SQ WHITE 12W C/W 3000K LAMP & GEAR,,0,0,0,0,110,0
FI CL124R 24W CW,FIAM CL FSS124R SMD24W-4000K WHITE,,0,1,0,10.8,45,0
FI CL124R 24W WW,FIAM CL FSS124R SMD24W-3000K WHITE,,0,0,0,10.8,45,0
FI CL124S 24W CW,FIAM CL FSS124S SMD24W-4000K WHITE,,-1,0,0,10.8,45,0
FI CL124S 24W WW,FIAM CL FSS124S SMD24W-3000K WHITE,,4,0,0,10.8,45,0
FI CL125R 15W CW BK,FI CL FSS125R FBK BLACK 15W 4000K LED,,14,1,0,18,48,0
FI CL125R 15W CW WH,FI CL FSS125R FWH WHITE 15W 4000K LED,,0,1,0,18,48,0
FI CL125R 15W WW BK,FI CL FSS125R FBK BLACK 15W 3000K LED,,0,1,0,18,48,0
FI CL125R 15W WW WH,FI CL FSS125R FWH WHITE 15W 3000K LED,,0,0,0,18,48,0
FI CL125R 25W CW,FIAM CL FSS125R 25W 4000K WHITE,,1,0,0,0,0,0
FI CL1733/A WW SV,Formlite OD1733A Silver c/w 1x12W 3000K Cree LED,,23,0,0,49.5,147,0
FI CL1875 WH,FIAM CL 1875 WHITE C/W 24W 4000K LED,,0,1,0,132,82,0
FI CL321R 18W WW,FI CL 321R-AC-SMD18W 220-240V 3000K WHITE,,0,0,0,0,0,0
FI CL485COB5W WW,FI CL FSC485-AC-COB5W WW AC COB5W 3000K LED (Ø60),,11,4,0,9,65,0
FI CL5602 GRA,FIAM CL 5602 GRAPHITE 2XE27 IP44,,0,0,0,21,108,0
FI CL5681 WH WW,FIAM CL 5681-LED WHITE C/W 12X2W WW CREE LED IP54 80°,,0,0,0,78.9,275,0
FI CL5691 WH WW,FIAM CL 5691-LED C/W 12X2W WW CREE LED IP54 80° (SQ),,0,0,0,87,275,0
FI CL601R AL 30W CW,FI CL FSS601R SMD 30W-4000K ALUMINIUM c/w 30W CW LED,,21,1,0,25.5,65,0
FI CL601R AL 30W DL,FI CL FSS601R SMD 30W-6000K ALUMINIUM c/w 30W DL LED,,36,1,0,25.5,65,0
FI CL601R AL 30W WW,FI CL FSS601R SMD 30W-3000K ALUMINIUM c/w 30W WW LED,,29,0,0,25.5,65,0
FI CL601R WH 30W CW,FI CL FSS601R SMD 30W-4000K WHITE c/w 30W CW LED,,19,0,0,25.5,65,0
FI CL601R WH 30W DL,FI CL FSS601R SMD 30W-6000K FWH c/w 30W DL LED,,7,1,0,25.5,65,0
FI CL601R WH 30W WW,FI CL FSS601R SMD 30W-3000K FWH c/w 30W WW LED,,16,1,0,25.5,65,0
FI CL607/15W CW,FIAM CL FSC607 15W 4000K WHITE,,1,0,0,0,112,0
FI CL607/25W CW,FIAM CL FSC607 25W 4000K WHITE,,1,0,0,0,155,0
FI CL607COB10W WW,FIAM CL FSS607 COB 10W WW FWH,,1,0,0,13.2,82,0
FI CL607COB15W WW,FIAM CL FSS607 COB 15W WW FWH,,7,0,0,27.9,112,0
FI CL607COB20W WW,FIAM CL FSS607 COB 20W WW FWH,,23,-1,0,31.5,135,0
FI CL607COB20W WW BK,FIAM CL FSS607 COB 20W WW BLACK,ACORN,1,0,0,0.24,135,0
FI CL607COB25W WW,FIAM CL FSS607 COB 25W WW FWH,,18,0,0,36,155,0
FI CL607COB8W WW,FIAM CL FSS607 COB 8W WW FWH,,0,0,0,10.5,68,0
FI CL610 BK 15W CW,FI CL FSS610 SMD 15W-4000K FBK c/w 15W CW LED,,0,0,0,17.7,65,0
FI CL610 BK 15W WW,FI CL FSS610 SMD 15W-3000K FBK c/w 15W WW LED,,0,0,0,17.7,65,0
FI CL610 WH 15W CW,FI CL FSS610 SMD 15W-4000K FWH c/w 15W CW LED,,0,0,0,17.7,65,0
FI CL610 WH 15W DL,FI CL FSS610 SMD 15W-6000K FWH c/w 15W DL LED,,0,0,0,17.7,0,0
FI CL610 WH 15W WW,FI CL FSS610 SMD 15W-3000K FWH c/w 15W WW LED,,0,0,0,17.7,65,0
FI CL613R/18W CW,FI CL FSS613R WHITE SMD 18W 4000K,,7,6,0,0,35,0
FI CL613R/18W DL,FI CL FSS613R WHITE SMD 18W 6000K,,-1,1,0,0,35,0
FI CL613R/18W WW,FI CL FSS613R WHITE SMD 18W 3000K,,10,5,0,0,35,0
FI CL613R/36W CW,FI CL FSS613R WHITE SMD 36W 4000K,,34,6,0,0,59,0
FI CL613R/36W DL,FI CL FSS613R WHITE SMD 36W 6000K,,27,7,0,0,59,0
FI CL613R/36W WW,FI CL FSS613R WHITE SMD 36W 3000K,,70,8,0,0,59,0
FI CL620 BK 12W CW,FI CL FSS620 SMD12W-4000K BLACK c/w 12W CW LED,,6,1,0,14.7,65,0
FI CL620 BK 12W DL,FI CL FSS620 SMD12W-6000K BLACK c/w 12W DL LED,,37,1,0,14.7,65,0
FI CL620 BK 12W WW,FI CL FSS620 SMD12W-3000K BLACK c/w 12W WW LED,,-3,5,0,14.7,65,0
FI CL623R 15W DL,FIAM CL FSS623R 15W DL FWH,,-2,0,0,16.35,45,0
FI CL623R 15W WW,FIAM CL FSS623R 15W WW FWH,,0,0,0,16.35,45,0
FI CL623R 24W DL,FIAM CL FSS623R 24W DL FWH,,0,0,0,22.95,75,0
FI CL623R 24W WW,FIAM CL FSS623R 24W WW FWH,,-1,0,0,22.95,75,0
FI CL623R 36W DL,FIAM CL FSS623R 36W DL FWH,,29,3,0,41.25,108,0
FI CL623R 36W WW,FIAM CL FSS623R 36W WW FWH,,83,5,0,41.25,108,0
FI CL623R 8W DL,FIAM CL FSS623R 8W DL FWH,,0,0,0,9.9,28,0
FI CL623R 8W WW,FIAM CL FSS623R 8W WW FWH,,0,0,0,9.9,28,0
FI CL623S 15W DL,FIAM CL FSS623S 15W DL FWH,,0,0,0,16.35,45,0
FI CL623S 15W WW,FIAM CL FSS623S 15W WW FWH,,0,0,0,16.35,45,0
FI CL623S 24W DL,FIAM CL FSS623S 24W DL FWH,,0,-1,0,22.95,75,0
FI CL623S 24W WW,FIAM CL FSS623S 24W WW FWH,,0,0,0,22.95,75,0
FI CL623S 36W DL,FIAM CL FSS623S 36W DL FWH,,34,6,0,41.25,108,0
FI CL623S 36W WW,FIAM CL FSS623S 36W WW FWH,,1,2,0,41.25,108,0
FI CL623S 8W DL,FIAM CL FSS623S 8W DL FWH,,0,0,0,9.9,28,0
FI CL623S 8W WW,FIAM CL FSS623S 8W WW FWH,,0,0,0,9.9,28,0
FI CL680370-G SSV,FIAM CLFMSH680370-G SSV SS W OPAL DIFFUSER C/W 24W,,30,0,0,13.5,45,0
FI CL680470-G SSV,FIAM CLFMSH680470-G SSV C/W 24W LED & OPAL,,52,1,0,12.3,40,0
FI CL681140-G SSV,FIAM CLFMSH681140-G SSV C/W 24W LED (RD W GLASS),,27,1,0,7.5,40,0
FI CL681140-G WH,FIAM CLFMSH681140-G WHITE 2XPLC (RD W GLASS),,0,0,0,0,48,0
FI CL681380-G BK,FIAM CLFMSH681380-G BLACK 2XE27 (RD),,28,1,0,10.7,60,0
FI CL681380-G WH,FIAM CLFMSH681380-G WHITE 2XE27 (RD)),,34,0,0,0,60,0
FI CL880130A SBK,FIAM CLFMSV880130A SBK E27 (RD),,10,0,0,5.1,35,0
FI CL880130A SWH,FIAM CLFMSV880130A SWH E27 (RD),,11,0,0,5.1,35,0
FI CL880140 BK,FIAM CLFMSV880140 BLACK E27 (RD),,1,0,0,3.3,30,0
FI CL880140 WH,FIAM CLFMSV880140 WHITE E27 (RD),,0,0,0,0,30,0
FI CL880140A SBK,FIAM CLFMSV880140A SBK E27 (RD),,1,0,0,5.7,40,0
FI CL880140A SWH,FIAM CLFMSV880140A SWH E27 (RD),,19,0,0,5.7,40,0
FI CL880150 BK,FIAM CLFMSV880150 BLACK E27 (RD),,0,0,0,3.9,33,0
FI CL880150 WH,FIAM CLFMSV880150 WHITE E27 (RD),,1,0,0,0,33,0
FI CL880535 BK,FIAM CLFMSV880535 BLACK E27 (RD),,1,0,0,2.7,28,0
FI CL880535 WH,FIAM CLFMSV880535 WHITE E27 (RD),,-1,0,0,0,28,0
FI CL881230 BK,FIAM CLFMSV881230 BLACK E27 (SQ),,0,-1,0,3.6,32,0
FI CL881230 WH,FIAM CLFMSV881230 WHITE E27 (SQ),,10,1,0,0,30,0
FI CL881240 BK,FIAM CLFMSV881240 BLACK E27 (SQ),,0,-1,0,3.96,33,0
FI CL881240 WH,FIAM CLFMSV881240 WHITE E27 (SQ),,2,1,0,0,33,0
FI CL9219 12W CW BK,FI CL FSC9219 BLACK SMD 12W 4000K LED,,53,2,0,16.8,48,0
FI CL9219 12W CW WH,FI CL FSC9219 WHITE SMD 12W 4000K LED,,53,2,0,16.8,48,0
FI CL9219 12W WW BK,FI CL FSC9219 BLACK SMD 12W 3000K LED,,79,4,0,0,48,0
FI CL9219 12W WW WH,FI CL FSC9219 WHITE SMD 12W 3000K LED,,25,3,0,0,48,0
FI CLCIRCULO-HG BK,"FI CL CIRCULO WITH HORIZONTAL GUARD (HG),",,0,1,0,0,120,0
FI DL001 WW WH,FIAM DL F001 WHITE C/W 3X1W 3000K WW LED,,2,0,0,0,25,0
FI DL001 WW WH/CL,FIAM DL F001 WHITE C/W 3X1W 3000K WW LED,,0,0,0,0,25,0
FI DL001/12W CW,FI DL FDS001 SMD 12W 4000K (SAMSUNG Led),,0,0,0,0,38,0
FI DL001/12W DL,FI DL FDS001 SMD 12W 6000K (SAMSUNG LED),,0,0,0,0,38,0
FI DL001/12W WW,FI DL FDS001 SMD 12W C/W 3000K LED & EAGLERISE,,156,1,0,16.5,38,0
FI DL001/18W CW,FI DL FDS001 SMD 18W 4000K (SAMSUNG LED),,23,0,0,0,55,0
FI DL001/18W DL,FI DL FDS001 SMD 18W 6000K (SAMSUNG LED),,0,0,0,0,55,0
FI DL001/18W WW,FI DL FDS001 SMD 18W 3000K (SAMSUNG LED),,60,1,0,27.6,55,0
FI DL002 WW WH,FIAM DLF002 WHITE C/W 3X1W 3000K WW LED (SQ/FROSTED,,0,0,0,0,25,0
FI DL002 WW WH/CL,FIAM DLF002 WHITE C/W 3X1W 3000K WW LED (SQ/CLEAR,,53,-1,0,0,25,0
FI DL003 WW WH,FIAM DLF003 WHITE C/W 3X1W 3000K WW LED (RD),,0,0,0,0,25,0
FI DL017 WW WH,FIAM DLF017 WHITE C/W 4X1W 3000K WW LED (SQ),,20,1,0,11.7,25,0
FI DL018 WW WH,FIAM DLF018 WHITE C/W 5W 3000K WW LED (RD),,49,0,0,13.89,28,0
FI DL019 WW WH,FIAM DLF019 WHITE C/W 10W 3000K WW LED (RD),,45,0,0,27.24,45,0
FI DL020 WW WH,FIAM DLF020 WHITE C/W 15W 3000K WW LED (RD),,26,0,0,37.32,62,0
FI DL025 WW WH,FIAM DLF025 WHITE C/W 3X1W 3000K WW LED (RD),,10,0,0,9.3,19,0
FI DL027 WW WH,FIAM DLF027 WHITE C/W 9X1W 3000K WW LED (RD),,0,0,0,27,115,0
FI DL030S 12W DL,FI DL FDS030S c/w 12W(SMD) 6000K DL LED FWH,,1,0,0,0,0,0
FI DL032 10W DL,FI DL FDS032 c/w 10W DAYLIGHT (SMD) LED,,151,10,0,6.3,25,0
FI DL032 16W DL,FI DL FDS032 c/w 16W DAYLIGHT (SMD) LED,,101,26,0,11.4,33,0
FI DL033 WH,FIAM DLF033 WHITE C/W 6W 3000K LED (RD),,61,1,0,15.3,29,0
FI DL034 WH,FIAM DL F034 WHITE C/W 8W 3000K LED (RD),,48,1,0,19.5,37,0
FI DL035 WH,FIAM DL F035 WHITE C/W 13W 3000K LED (RD),,74,0,0,25.5,48,0
FI DL036 WH,FIAM DLF036 WHITE C/W 16W 3000K LED (RD),,94,1,0,30.6,58,0
FI DL038 WH,FIAM DLF038 WHITE C/W 25W 3000K LED (RD),,94,1,0,39.6,73,0
FI DL060 WW,FIAM DLF060 C/W COB 20W LED WW (RD),,10,-1,0,30.9,63,0
FI DL0610B WH WW,FIAM DL LBE-0610B WHITE C/W COB7.4W 3000K CREE LED,,4,0,0,33.9,85,0
FI DL063 WW,FIAM DLF063 C/W COB 20W LED WW (SQ),,9,1,0,30.9,68,0
FI DL064 WW WH,FIAM DLF064 WHITE C/W 12W 3000K WW LED (RD),,70,2,0,21,42,0
FI DL065 WW WH,FIAM DLF065 WHITE C/W 18W 3000K WW LED (RD),,96,2,0,27,60,0
FI DL067 WH,FIAM DLF067 WHITE GU5.3 (SQ),,240,1,0,3.75,25,6.25
FI DL068 WH,FIAM DL F068 WHITE GU5.3 (RD),,308,1,0,4.5,25,0
FI DL069 CW,FIAM DLF069 C/W 5W LED DAYLIGHT (RD),,0,0,0,3.06,17,0
FI DL069 WW,FIAM DLF069 C/W 5W LED WARMWHITE (RD),,0,0,0,3.06,10,0
FI DL070 CW,FIAM DL F070 C/W 7W LED DAYLIGHT (RD),,66,-5,0,3.51,9,0
FI DL070 WW,FIAM DLF070 C/W 7W LED WARMWHITE (RD),,0,0,0,3.51,18,0
FI DL070/OA/7W DL,FIAM DL F070 OA 7W DL FWH (RD),,359,45,0,3.99,9,0
FI DL070/OA/7W WW,FIAM DL F070 OA 7W WW FWH (RD),,155,18,0,3.99,9,0
FI DL071 CW,FIAM DL F071 C/W 9W LED DAYLIGHT (RD),,2,-7,0,4.68,12,0
FI DL071 WW,FIAM DLF071 C/W 9W LED WARMWITE (RD),,0,0,0,4.68,25,0
FI DL071/OA/30W DL,FIAM DL F071 OA 30W DL FWH (RD),,0,1,0,23.64,30,0
FI DL071/OA/30W WW,FIAM DL F071 OA 30W WW FWH (RD),,182,15,0,23.64,30,0
FI DL071/OA/9W DL,FIAM DL F071 OA 9W DL FWH (RD),,32,12,0,5.22,12,0
FI DL071/OA/9W WW,FIAM DL F071 OA 9W WW FWH (RD),,121,17,0,5.22,12,0
FI DL072 CW,FIAM DLF072 C/W 7W LED DAYLIGHT (SQ),,0,0,0,4.68,28,0
FI DL072 WW,FIAM DLF072 C/W 7W LED WARMWHITE (SQ),,0,0,0,4.68,28,0
FI DL072/OA/7W DL,FIAM DL F072/OA/7W DL FWH (SQ),,0,6,0,5.22,10,0
FI DL072/OA/7W WW,FIAM DL F072/OA/7W WW FWH (SQ),,-1,4,0,5.22,10,0
FI DL073 CW,FIAM DLF073 C/W 12W LED DAYLIGHT (SQ),,100,25,0,6.33,13,0
FI DL073 WW,FIAM DL F073 C/W 12W LED WARMWHITE (SQ),,561,17,0,6.33,13,0
FI DL073/OA/12W DL,FIAM DL F073 OA 12W DL FWH (SQ),,218,26,0,6.99,13,0
FI DL073/OA/12W WW,FIAM DL F073 OA 12W WW FWH (SQ),,139,7,0,6.99,13,0
FI DL073/OA/20W DL,FIAM DL F073 OA 20W DL FWH (SQ),,93,11,0,14.34,25,0
FI DL073/OA/20W WW,FIAM DL F073 OA 20W WW FWH (SQ),,184,20,0,14.34,25,0
FI DL084-12W CW,FIAM DL F084-SMD (FDS006) C/W 12W (4000K) COOLWHITE,,0,1,0,18,45,0
FI DL084-12W DL,FIAM DL F084-SMD (FDS006) C/W 12W (6000K) DAYLIGHT,,27,0,0,17.67,45,0
FI DL084-12W WW,FIAM DL F084-SMD (FDS006) C/W 12W (3000K) WARMWHITE,,-1,0,0,17.67,45,0
FI DL084-18W CW,FIAM DL F084-SMD (FDS006) C/W 18W (4000K) COOLWHITE,,-2,0,0,22.8,62,0
FI DL084-18W DL,FIAM DL F084-SMD (FDS006) C/W 18W (6000K) DAYLIGHT,,0,0,0,20.55,62,0
FI DL084-18W WW,FIAM DL F084-SMD (FDS006) C/W 18W (3000K) WARMWHITE,,-3,1,0,20.55,62,0
FI DL084-24W CW,FIAM DL F084-SMD (FDS006) C/W 24W (4000K) COOLWHITE,,15,0,0,0,85,0
FI DL084-24W DL,FIAM DL F084-SMD (FDS006) C/W 24W (6000K) DAYLIGHT,,36,0,0,27.3,85,0
FI DL084-24W WW,FIAM DL F084-SMD (FDS006) C/W 24W (3000K) WARMWHITE,,27,0,0,27.3,85,0
FI DL084-6W DL,FIAM DL F084-SMD (FDS006) 6W DL C/W 6W (6000K),,106,0,0,10.14,35,0
FI DL084-6W WW,FIAM DL F084-SMD (FDS006) 6W WW C/W 6W (3000K),,62,0,0,10.14,35,0
FI DL085-15W CW,FIAM DL F085-SMD (FDS005) C/W 15W (4000K) COOLWHITE,,44,0,0,0,55,0
FI DL085-15W DL,FIAM DL F085-SMD (FDS005) C/W 15W (6000K) DAYLIGHT,,0,0,0,18.72,55,0
FI DL085-15W WW,FIAM DL F085-SMD (FDS005) C/W 15W (3000K) WARMWHITE,,30,0,0,18.72,55,0
FI DL085-24W CW,FIAM DL F085-SMD (FDS005) C/W 24W (4000K) COOLWHITE,,0,0,0,0,95,0
FI DL085-24W DL,FIAM DL F085-SMD (FDS005) C/W 24W (6000K) DAYLIGHT,,-2,0,0,26.25,95,0
FI DL085-24W WW,FIAM DL F085-SMD (FDS005) C/W 24W (3000K) WARMWHITE,,0,0,0,26.25,95,0
FI DL085-6W DL,FIAM DL F085-SMD (FDS005) 6W DL C/W 6W 6000K,,96,0,0,10.14,35,0
FI DL085-6W WW,FIAM DL F085-SMD (FDS005) 6W WW C/W 6W (3000K),,157,1,0,10.14,35,0
FI DL10006 WH,FIAM DLFMA10006 WHITE GU5.3 (RD),,-1,4,0,4.2,25,0
FI DL10011 WH,FIAM DL FMA10011 WHITE GU5.3 (RD),,1,0,0,0,32,0
FI DL101 3COL,FIAM FPS101 (SMD12W) 3COL WW/DL/CW (RD),,-2,2,0,26.1,65,0
FI DL10116-D,FIAM DL FMA10116-D GU5.3 (RD),,66,1,0,0,26,0
FI DL10136,FIAM DL FMA10136 GU5.3 (RD),,142,2,0,0,28,0
FI DL10136-G,FIAM DL FMA10136-G GU5.3 (RD W GLASS),,190,2,0,0,32,0
FI DL10156,FIAM DLFMA10156 GU5.3 (RD),,4,0,0,0,28,0
FI DL10156-C,FIAM DLFMA10156-C WHITE GU5.3 (RD),,138,2,0,0,26,0
FI DL10166,FIAM DLFMA10166 GU5.3 (RD),,3,0,0,0,28,0
FI DL10166-C,FIAM DLFMA10166-C WHITE GU5.3 (RD),,21,2,0,0,26,0
FI DL102 3COL,FIAM FPS102 (SMD12W) 3COL WW/DL/CW (SQ),,88,13,0,26.1,65,0
FI DL10226,FIAM DLFMA10226 GU5.3 (RD),,0,0,0,0,29,0
FI DL10386 WH,FIAM DL FMA10386 WHITE GU5.3 (RD),,0,0,0,0,28,0
FI DL10396 WH,FIAM DLFMA10396 WHITE GU5.3 (SQ),,1,3,0,2.7,28,0
FI DL10516 BK,FIAM DLFMA10516 BLACK GU5.3 (SQ),,26,0,0,4.47,35,0
FI DL10516 WH,FIAM DLFMA10516 WHITE GU5.3 (SQ),,1,0,0,4.47,35,0
FI DL10516-2 BK,FIAM DLFMA10516-2 BLACK 2XGU5.3,,1,0,0,0,68,0
FI DL10516-2 WH,FIAM DL FMA10516-2 WHITE 2XGU5.3,,57,-1,0,8.7,68,0
FI DL10516-3 WH,FIAM DLFMA10516-3 WHITE 3XGU5.3,,4,0,0,13.2,100,0
FI DL10516-4 WH,FIAM DLFMA10516-4 WHITE 4XGU5.3,,4,0,0,17.1,135,0
FI DL10516-4SQ WH,FIAM DLFMA10516-4SQ WHITE 4XGU5.3,,4,0,0,17.1,135,0
FI DL11116-C WH,FIAM DLFMA11116-C WHITE GU5.3 (RD),,3,0,0,0,48,0
FI DL11116-D WH,FIAM DLFMA11116-D WHITE GU5.3 (RD),,3,0,0,0,48,0
FI DL11116-H WH,FIAM DLFMA11116-H WHITE GU5.3 (RD),,4,0,0,0,48,0
FI DL114R 12W CW,FI DL FPS114R SMD12W-4000K FWH c/w 12W CW LED,,-1,0,0,14.7,48,0
FI DL114R 12W DL,FI DL FPS114R SMD12W-6000K FWH c/w 12W DL LED,,0,0,0,14.7,48,0
FI DL114R 12W WW,FI DL FPS114R SMD12W-3000K FWH c/w 12W WW LED,,-3,4,0,14.7,48,0
FI DL114R 18W CW,FI DL FPS114R SMD18W-4000K FWH c/w 18W CW LED,,0,1,0,21.6,68,0
FI DL114R 18W DL,FI DL FPS114R SMD18W-6000K FWH c/w 18W DL LED,,0,1,0,21.6,68,0
FI DL114R 18W WW,FI DL FPS114R SMD18W-3000K FWH c/w 18W WW LED,,74,3,0,21.6,68,0
FI DL114S 12W CW,FI DL FPS114S SMD12W-4000K FWH c/w 12W CW LED,,0,0,0,14.7,48,0
FI DL114S 12W DL,FI DL FPS114S SMD12W-6000K FWH c/w 12W DL LED,,-1,2,0,14.7,48,0
FI DL114S 12W WW,FI DL FPS114S SMD12W-3000K FWH c/w 12W WW LED,,-1,2,0,14.7,48,0
FI DL114S 18W CW,FI DL FPS114S SMD18W-4000K FWH c/w 18W CW LED,,18,2,0,21.6,68,0
FI DL114S 18W DL,FI DL FPS114S SMD18W-6000K FWH c/w 18W DL LED,,0,2,0,21.6,68,0
FI DL114S 18W WW,FI DL FPS114S SMD18W-3000K FWH c/w 18W WW LED,,58,-1,0,21.6,68,0
FI DL13106-G-144 WH,FIAM DLFMA13106-G-144 WHITE GU5.3 (SQ),,42,0,0,0,32,0
FI DL14026 WH,FIAM DL FMZ14026 WHITE GU5.3 (RD),,11,5,0,0,12,0
FI DL14046 WH,FIAM FMZ14046 WHITE GU5.3 (SQ),,198,2,0,0,23,0
FI DL14126 WH,FIAM FMZ14126 WHITE GU5.3 (RD),,-2,2,0,1.92,26,0
